arCOG_name	locus_tag	E-value	score	arCOG_familiy	Gene_name	Description	HVO
arCOG04787	WP_004043575.1	6.1E-66	218.7	R	-	Predicted transporter component, contains two sulfur transport domains	HVO_1364
arCOG04788	WP_004043576.1	1E-67	224.1	R	-	Predicted transporter component, contains two sulfur transport domains	HVO_1363
arCOG04789	WP_004043390.1	4.5E-33	111.2	S	-	Uncharacterized protein	HVO_A0048
arCOG04789	WP_004042217.1	8.1E-34	113.6	S	-	Uncharacterized protein	HVO_2325
arCOG04791	WP_004044461.1	4.5E-130	431.3	C	AppB	Cytochrome bd-type quinol oxidase, subunit II	HVO_0461
arCOG04794	WP_004044177.1	1.3E-147	489.4	M	-	Glycosyltransferase	HVO_0760
arCOG04798	WP_004044709.1	2.6E-81	269.6	F	Tdk	Thymidine kinase	HVO_2891
arCOG04799	WP_004042499.1	1.5E-49	165.3	K	-	Fur-like metall uptake regulator	HVO_2518
arCOG04800	WP_004044633.1	4.6E-62	206.3	K	-	Transcriptional regulator, contains N-terminal RHH domain	HVO_0290
arCOG04801	WP_004045336.1	3.4E-48	160.5	S	-	Uncharacterized protein	HVO_0222
arCOG04802	WP_004041708.1	2.8E-58	193.9	T	UspA	Nucleotide-binding protein, UspA family	HVO_1822
arCOG04803	WP_004045295.1	7.2E-47	156.5	S	-	Uncharacterized membrane protein	HVO_0181
arCOG04811	WP_004043593.1	4.4E-22	76.3	S	-	Uncharacterized membrane protein, Fun14 family	HVO_1345
arCOG04816	WP_013035712.1	2.5E-175	582.9	U	-	TraG/TraD/VirD4 family enzyme, ATPase	HVO_C0036
arCOG04816	WP_004042167.1	1.1E-117	392.2	U	-	TraG/TraD/VirD4 family enzyme, ATPase	HVO_2278
arCOG04862	WP_004041789.1	1.6E-17	61.4	C	-	Fe-S and Molybdopterin-Binding domain, F420-reducing hydrogenase subunit	HVO_1908
arCOG04870	WP_004043398.1	0.002	14.9	H	MtrE	Tetrahydromethanopterin S-methyltransferase, subunit E	HVO_A0041
arCOG04871	WP_004041355.1	2.2E-50	168.8	H	ComB	Phosphosulfolactate phosphohydrolase or related enzyme	HVO_B0180
arCOG04907	WP_004042089.1	1.1E-26	91.1	S	-	Uncharacterized membrane protein	HVO_2197
arCOG04923	WP_004042082.1	5.9E-137	454.5	G	GntT	H+/gluconate symporter or related permease	HVO_2190
arCOG04933	WP_004042208.1	8.1E-150	497.2	O	-	Serine protease inhibitor	HVO_2316
arCOG04965	WP_004042626.1	1.1E-86	288.1	S	BrkB	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family	HVO_2571
arCOG04965	WP_004045351.1	1.8E-91	303.8	S	BrkB	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family	HVO_0237
arCOG04974	WP_004042805.1	8E-93	308.4	G	HpcH	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	HVO_2665
arCOG04975	WP_006600083.1	9.9E-21	71.7	S	-	Uncharacterized membrane protein	HVO_B0269
arCOG04975	WP_004045270.1	4.4E-24	82.5	S	-	Uncharacterized membrane protein	HVO_0157
arCOG04994	WP_004041460.1	4E-45	151.9	E	-	Zn-dependent protease	HVO_1580
arCOG04994	WP_004041685.1	9E-70	232.3	E	-	Zn-dependent protease	HVO_1802
arCOG05011	WP_004042542.1	2E-20	70.3	S	-	Uncharacterized protein	HVO_2537
arCOG05014	WP_004045329.1	2.4E-68	228	C	HdrE	CoB--CoM heterodisulfide reductase subunit E	HVO_0215
arCOG05042	WP_049914809.1	0.031	12.2	S	-	Uncharacterized membrane protein	---
arCOG05073	WP_004044356.1	1.3E-30	103.4	R	-	Predicted nucleic-acid-binding protein containing a Zn-ribbon domain	HVO_0577
arCOG05074	WP_004044173.1	8.3E-88	291.8	S	-	Uncharacterized protein	HVO_0764
arCOG05092	WP_004042161.1	0.32	8.5	S	-	Uncharacterized membrane protein	---
arCOG05110	WP_013035625.1	2	6	S	-	Uncharacterized membrane protein	HVO_0162
arCOG05121	WP_004044407.1	8.5E-51	170.3	E	TesA	Lysophospholipase L1 or related esterase	HVO_0516
arCOG05124	WP_004043126.1	3.9E-121	403.7	V	Cas8b1	CRISPR-associated protein, large subunit of CASCADE complex	HVO_A0206
arCOG05133	WP_004043040.1	2.2E-85	284.4	F	Udk	Uridine kinase	HVO_2797
arCOG05166	WP_013035432.1	1.9E-29	100.5	N	-	Predicted pilin/flagellin	HVO_0751
arCOG05170	WP_004043146.1	1.5E-21	74.1	K	-	Predicted transcriptional regulator	HVO_A0226
arCOG05170	WP_004043531.1	6.7E-30	100.8	K	-	Predicted transcriptional regulator	HVO_1407
arCOG05195	WP_004045209.1	4.9E-19	66.6	R	-	TPR repeats containing protein	HVO_0112
arCOG05201	WP_004043399.1	0.021	11.7	S	-	Uncharacterized protein	HVO_A0039
arCOG05233	WP_004041773.1	4.9E-43	143.9	S	-	Uncharacterized protein	HVO_1892
arCOG05264	WP_004045302.1	5.2E-54	179.8	S	-	Uncharacterized protein	HVO_0188
arCOG05278	WP_081442893.1	0.00000019	29.3	S	-	Uncharacterized small metal-binding protein	---
arCOG05317	WP_004041203.1	8.9E-160	529.6	G	UxaA	Altronate dehydratase	HVO_B0338
arCOG05318	WP_004041204.1	2.5E-30	102.4	G	-	Altronate dehydratase related enzyme	HVO_B0337
arCOG05336	WP_004041242.1	0.002	16.4	L	HimA	Bacterial nucleoid DNA-binding protein	HVO_B0297
arCOG05363	WP_013035200.1	0.0012	15.6	E	-	CAAX family protease, possibly associated with type IV pili like system	HVO_A0089
arCOG05370	WP_004041072.1	4.1E-74	246.9	G	-	Gluconolactonase	HVO_B0083
arCOG05370	WP_004041124.1	1.1E-91	304.6	G	-	Gluconolactonase	HVO_B0030
arCOG05411	WP_013035125.1	0.00013	18.4	G	-	Endo-beta-mannanase	HVO_A0326
arCOG05422	WP_013035478.1	4.3E-14	50.3	R	-	Predicted ATPase	HVO_0854
arCOG05505	WP_004044541.1	0.0082	14.4	S	-	Uncharacterized protein	HVO_0382
arCOG05706	WP_004044713.1	3.8E-09	34.3	E	DAP2	Dipeptidyl aminopeptidase/acylaminoacyl-peptidase	HVO_2895
arCOG05706	WP_004041020.1	0.0003	18.3	E	DAP2	Dipeptidyl aminopeptidase/acylaminoacyl-peptidase	HVO_B0136
arCOG05706	WP_004042890.1	1.3E-21	75.3	E	DAP2	Dipeptidyl aminopeptidase/acylaminoacyl-peptidase	HVO_2702
arCOG05746	WP_013035148.1	8.9E-245	811.6	C	GlpA	BFD-like [2Fe-2S] binding domain of glycerol-3-phosphate dehydrogenase	HVO_A0269
arCOG05746	WP_013035654.1	2.3E-303	1005.1	C	GlpA	BFD-like [2Fe-2S] binding domain of glycerol-3-phosphate dehydrogenase	HVO_1538
arCOG05750	WP_004044200.1	2.4E-78	260.2	E	-	Metal-dependent membrane protease, CAAX family	HVO_0737
arCOG05861	WP_004041268.1	1.4E-82	276	N	-	M73 family secreted endopeptidase	HVO_B0270
arCOG05881	WP_004041654.1	3.2E-54	181.6	S	-	Uncharacterized protein, DUF1177 family	HVO_1772
arCOG05898	WP_004042153.1	3.1E-242	801.1	S	-	Uncharacterized protein	HVO_2267
arCOG05978	WP_004043239.1	8.6E-09	33.2	M	-	Extracellular protein containing Kelch and FN3 domains	---
arCOG05978	WP_049914727.1	0.00000018	28.8	M	-	Extracellular protein containing Kelch and FN3 domains	HVO_B0322
arCOG06011	WP_004043913.1	1.4E-65	218.2	S	-	Uncharacterized protein, DUF4382 family	HVO_1030
arCOG06070	WP_004041198.1	2.4E-154	512.2	G	CelF	Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase	HVO_B0343
arCOG06104	WP_004042022.1	0.0062	14.6	S	-	Uncharacterized membrane protein	HVO_2140
arCOG06106	WP_004044499.1	1.3E-93	311	Q	-	Predicted ring-cleavage extradiol dioxygenase	HVO_0425
arCOG06110	WP_081442896.1	0.000013	22.5	S	-	Uncharacterized membrane protein, DUF1648 family	HVO_1292
arCOG06117	WP_004043782.1	7.6E-36	121.2	N	-	Predicted pilin/flagellin	HVO_1158
arCOG06150	WP_004042126.1	0.88	7	R	-	Cohesin domain containing secreted protein	HVO_2237
arCOG06151	WP_004043710.1	2.7E-85	282.8	P	-	Alkylhydroperoxidase family enzyme	HVO_1232
arCOG06153	WP_004043294.1	3.2E-52	174.3	S	-	Uncharacterized protein	HVO_A0395
arCOG06153	WP_004041618.1	2.1E-46	155.4	S	-	Uncharacterized protein	HVO_1734
arCOG06154	WP_004041972.1	6.7E-21	72.7	S	-	Uncharacterized protein	HVO_2089
arCOG06156	WP_013035707.1	1.9E-37	126.4	S	-	Uncharacterized protein	HVO_C0018
arCOG06157	WP_004050867.1	8.9E-78	256.8	S	-	Uncharacterized protein	
arCOG06160	WP_004041381.1	4.5E-74	248	X	-	IS4 transposase	HVO_B0155
arCOG06167	WP_004043990.1	1.1E-60	203.2	S	-	Uncharacterized protein	HVO_0955
arCOG06167	WP_049914900.1	6.4E-72	240	S	-	Uncharacterized protein	HVO_0539
arCOG06168	WP_004044661.1	3.9E-63	209.5	O	DsbB	Disulfide bond formation protein DsbB	HVO_2844
arCOG06169	WP_004044585.1	5E-125	415.8	Q	-	Arylsulfotransferase family protein	HVO_0336
arCOG06173	WP_004040811.1	2.7E-60	199.6	S	-	Uncharacterized protein	HVO_A0455
arCOG06173	WP_004043408.1	2E-66	219.4	S	-	Uncharacterized protein	HVO_A0030
arCOG06174	WP_004043381.1	9.3E-60	198.7	S	-	Uncharacterized protein	HVO_A0054
arCOG06174	WP_004043385.1	1.5E-54	181.8	S	-	Uncharacterized protein	HVO_A0051
arCOG06176	WP_004043383.1	1.8E-31	105.7	S	-	Uncharacterized protein	HVO_A0053
arCOG06178	WP_004043317.1	8.4E-34	114.3	S	-	Uncharacterized protein	HVO_C0062
arCOG06178	WP_004043372.1	4E-48	160.4	S	-	Uncharacterized protein	HVO_A0063
arCOG06178	WP_013035061.1	1.9E-43	145.3	S	-	Uncharacterized protein	HVO_A0256
arCOG06179	WP_004041218.1	3.8E-185	613.8	S	-	Uncharacterized protein	HVO_B0324
arCOG06180	WP_004041872.1	1.1E-102	342.2	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_1991
arCOG06180	WP_081442862.1	8E-76	254	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_B0150
arCOG06180	WP_004041978.1	4.1E-83	278	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_2094
arCOG06180	WP_004040915.1	3.8E-97	324.1	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_A0557
arCOG06180	WP_004041012.1	3.9E-88	294.5	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_B0144
arCOG06180	WP_004041336.1	5.3E-75	251.3	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_B0198
arCOG06180	WP_013035145.1	3.7E-101	337.2	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_A0558
arCOG06180	WP_013035041.1	8.8E-82	273.6	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_A0541
arCOG06180	WP_004041107.1	9.3E-102	339.2	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_B0047
arCOG06180	WP_004043471.1	7.4E-117	388.8	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_1464
arCOG06180	WP_004041925.1	2.9E-88	294.9	P	FepB	ABC-type Fe3+-hydroxamate transport system, periplasmic component	HVO_2038
arCOG06181	WP_004043697.1	6.4E-68	226.1	O	TrxA	Thiol-disulfide isomerase or thioredoxin	HVO_1244
arCOG06181	WP_013035613.1	4.5	5	O	TrxA	Thiol-disulfide isomerase or thioredoxin	HVO_0657
arCOG06184	WP_013035643.1	0.003	15.6	S	-	Uncharacterized protein	HVO_2266
arCOG06187	WP_004041899.1	1.8E-154	511.7	D	MreB	Actin-like ATPase involved in cell morphogenesis	HVO_2015
arCOG06188	WP_004045265.1	3.4E-55	184.5	O	UreE	Urease accessory protein UreE	HVO_0152
arCOG06190	WP_004045278.1	3.7E-28	95.1	S	-	Uncharacterized membrane protein	HVO_0164
arCOG06198	WP_004041147.1	4.1E-63	212	S	-	Uncharacterized protein	HVO_B0006
arCOG06198	WP_004041909.1	5.2E-89	297.2	S	-	Uncharacterized protein	HVO_2024
arCOG06199	WP_004042707.1	1.2E-55	185.5	S	-	Uncharacterized membrane protein	HVO_2613
arCOG06202	WP_004040854.1	1E-79	264.4	Q	-	SAM-dependent methyltransferase	HVO_A0501
arCOG06206	WP_004044694.1	4.7E-25	85.5	S	-	Uncharacterized membrane protein	HVO_2878
arCOG06207	WP_004043931.1	3.3E-30	101.9	O	-	Rdx family selenoprotein	HVO_1011
arCOG06208	WP_004042946.1	2.6E-48	161.7	S	-	Uncharacterized membrane protein, DUF456 family	HVO_2728
arCOG06210	WP_004045372.1	1.4E-36	122.2	S	-	Uncharacterized protein	HVO_0256
arCOG06211	WP_004044064.1	6.9E-65	215.5	S	-	Uncharacterized protein	HVO_0873
arCOG06212	WP_004044199.1	2.8E-33	112	S	-	Uncharacterized protein	HVO_0738
arCOG06213	WP_004043546.1	6.1E-27	91.5	S	-	Uncharacterized protein	HVO_1393
arCOG06214	WP_013035460.1	1.6E-33	112.9	S	-	Uncharacterized protein	HVO_2678
arCOG06215	WP_004045116.1	3.8E-18	63	S	-	Uncharacterized protein	HVO_0072
arCOG06216	WP_004042159.1	3.2E-33	112.8	K	-	Transcriptional regulator, contains N-terminal RHH domain and C-terminal wHTH domain	HVO_2272
arCOG06216	WP_004041509.1	1.9E-47	158.9	K	-	Transcriptional regulator, contains N-terminal RHH domain and C-terminal wHTH domain	HVO_1619
arCOG06216	WP_004042144.1	2.2E-36	123.1	K	-	Transcriptional regulator, contains N-terminal RHH domain and C-terminal wHTH domain	HVO_2258
arCOG06219	WP_004041265.1	1.4E-74	248.7	T	-	Signal transduction histidine kinase	HVO_B0273
arCOG06219	WP_004041360.1	1.3E-69	232.3	T	-	Signal transduction histidine kinase	HVO_B0175
arCOG06219	WP_004042793.1	4.9E-70	233.8	T	-	Signal transduction histidine kinase	HVO_2660
arCOG06222	WP_081442886.1	1E-46	156.1	S	-	Uncharacterized protein	HVO_1411
arCOG06224	WP_004043636.1	2.3E-30	103.2	X	-	HerA helicase	HVO_1301
arCOG06225	WP_004042722.1	0	1430.1	C	Ppc	Phosphoenolpyruvate carboxylase	HVO_2621
arCOG06227	WP_004042738.1	5.5E-40	135.3	S	-	Uncharacterized protein, DUF4397 family	HVO_2627
arCOG06233	WP_004044225.1	0.0000018	25.6	L	-	Toprim domain and Zn-finger domain	HVO_0711
arCOG06238	WP_004043771.1	1.1E-39	133.7	S	-	Uncharacterized protein	HVO_1170
arCOG06240	WP_004042896.1	1.8E-24	84.2	S	-	Uncharacterized membrane protein	HVO_2705
arCOG06243	WP_004043919.1	2.6E-50	169.5	S	-	Uncharacterized protein	HVO_1023
arCOG06244	WP_013035551.1	4.5E-96	319.9	S	-	Uncharacterized protein	HVO_1764
arCOG06244	WP_004043881.1	1.2E-88	295.5	S	-	Uncharacterized protein	HVO_1060
arCOG06245	WP_004041593.1	6.5E-190	629.1	R	-	Reversibly glycosylated polypeptide (RGP) family protein	HVO_1704
arCOG06246	WP_004041881.1	1.5E-40	135.2	S	-	Uncharacterized membrane protein	HVO_2000
arCOG06248	WP_004044715.1	5.3E-43	143.7	S	-	Uncharacterized protein	HVO_2897
arCOG06250	WP_004041384.1	1.1E-144	479.9	S	-	Uncharacterized membrane protein	HVO_B0153A
arCOG06251	WP_004041385.1	1.3E-183	607.8	M	FtsI,FolC	UDP-N-acetylmuramyl tripeptide synthase and Folylpolyglutamate synthase	HVO_B0153
arCOG06252	WP_004063509.1	4.9E-27	91.6	S	-	Metal-binding protein	HVO_1352
arCOG06256	WP_004041522.1	1E-59	199.8	R	-	Predicted esterase	HVO_1632
arCOG06256	WP_004040825.1	1.3E-75	251.8	R	-	Predicted esterase	HVO_A0471
arCOG06257	WP_004041173.1	3.4E-20	70.3	S	-	Uncharacterized protein	HVO_B0362
arCOG06258	WP_004043681.1	1.4E-116	387	S	-	Uncharacterized membrane protein	HVO_1258
arCOG06259	WP_004041524.1	6E-63	210.2	D	-	Chromosome partitioning protein, FlhG/MinD/ParA family ATPase	HVO_1634
arCOG06260	WP_004044033.1	2E-23	79.8	S	-	Uncharacterized membrane protein	HVO_0906
arCOG06260	WP_004041464.1	7.9E-25	84.3	S	-	Uncharacterized membrane protein	HVO_1582
arCOG06261	WP_004044055.1	1.2	6.5	S	-	Uncharacterized membrane protein	HVO_0882
arCOG06261	WP_004064260.1	6.4E-31	103.5	S	-	Uncharacterized membrane protein	HVO_0908
arCOG06262	WP_013035645.1	4.4E-70	233.3	S	-	Uncharacterized protein	HVO_1673
arCOG06263	WP_004044009.1	2.4E-87	290.6	S	-	Uncharacterized protein	HVO_0936
arCOG06265	WP_004043916.1	8.5E-49	162.8	S	-	Uncharacterized membrane protein	HVO_1026
arCOG06266	WP_013035526.1	3.4E-11	40.8	Q	-	Uncharacterized enzyme of phenylacetate metabolism, PaaB family	HVO_1120
arCOG06267	WP_004041875.1	5E-69	229.4	S	-	Uncharacterized protein	HVO_1994
arCOG06270	WP_004042017.1	1.4E-155	516.2	C	-	Cytochrome cbb3 oxidase subunit I	HVO_2135
arCOG06271	WP_004042020.1	1.4E-74	247.9	S	-	Uncharacterized protein	HVO_2138
arCOG06272	WP_004044534.1	2.9E-38	128	S	-	Zn finger protein, C2H2 type	HVO_0389
arCOG06274	WP_004044027.1	9.4E-54	179.3	S	-	Uncharacterized membrane protein	HVO_0912
arCOG06275	WP_004042283.1	1.4E-27	94.2	S	-	Uncharacterized protein	HVO_2394
arCOG06276	WP_004044451.1	4.9E-91	303.6	X	-	Primase-polymerase (primpol) domain containing protein	HVO_0471
arCOG06277	WP_004043630.1	3.8E-67	222.4	S	-	Uncharacterized protein	HVO_1307
arCOG06278	WP_004041856.1	4.4E-21	72.7	S	-	Uncharacterized protein	HVO_1977
arCOG06278	WP_013035446.1	4E-18	63.2	S	-	Uncharacterized protein	HVO_1353
arCOG06279	WP_004041626.1	6.2E-38	128.2	X	-	Plasmid associated protein, pRiA4b ORF-3-like	HVO_1742
arCOG06279	WP_004041623.1	3.2E-53	177.9	X	-	Plasmid associated protein, pRiA4b ORF-3-like	HVO_1739
arCOG06280	WP_004041625.1	1E-136	452.7	S	-	Uncharacterized protein	HVO_1741
arCOG06283	WP_004042632.1	1.4E-53	179.5	S	-	Uncharacterized protein	HVO_2574
arCOG06285	WP_004042215.1	1.5E-25	86.3	S	-	Uncharacterized membrane protein	HVO_2323
arCOG06287	WP_004041578.1	0.0033	15.1	S	-	Uncharacterized protein	HVO_1688
arCOG06289	WP_004044081.1	2.4E-41	139.3	S	-	Uncharacterized membrane protein	HVO_0856
arCOG06291	WP_004044185.1	3.3E-73	244.9	N	-	Predicted pilin/flagellin	HVO_0752
arCOG06294	WP_004044338.1	1.8E-66	221.3	S	-	Uncharacterized protein	HVO_0596
arCOG06296	WP_004044317.1	1.7E-59	198	N	-	Pilin/Flagellin, FlaG/FlaF family	HVO_0617
arCOG06297	WP_004043599.1	5.9E-54	179.4	S	-	Uncharacterized protein	HVO_1339
arCOG06298	WP_013035309.1	5.6E-130	430.2	V	-	Aminoglycoside N3'-acetyltransferase	HVO_1318
arCOG06300	WP_013035479.1	1.4E-94	313.7	R	-	Alpha/beta superfamily hydrolase	HVO_1591
arCOG06301	WP_004041861.1	0.00000018	30.1	S	-	Uncharacterized protein	HVO_1981
arCOG06301	WP_004042325.1	3.9E-09	35.4	S	-	Uncharacterized protein	HVO_2432
arCOG06301	WP_004041426.1	0.00076	18.2	S	-	Uncharacterized protein	HVO_1548
arCOG06302	WP_004043469.1	1.4E-57	191.6	S	-	Uncharacterized membrane protein	HVO_1466
arCOG06306	WP_004042800.1	9.5E-117	387.3	C	Tas	Aryl-alcohol dehydrogenase related enzyme	HVO_2663
arCOG06307	WP_004041895.1	3.8E-54	180.2	S	-	Uncharacterized protein	HVO_2011
arCOG06308	WP_004042070.1	3.9E-33	111.9	R	-	MoaD-like protein	HVO_2178
arCOG06309	WP_004042071.1	3.3E-46	154.1	S	-	Uncharacterized protein	HVO_2179
arCOG06310	WP_013035417.1	1.4E-19	68.5	S	-	Uncharacterized protein	HVO_2539
arCOG06311	WP_004041023.1	1.6E-124	413.9	S	-	Uncharacterized membrane protein, predicted permease	HVO_B0133
arCOG06312	WP_004044517.1	3E-52	173.9	S	-	Uncharacterized protein	HVO_0407
arCOG06313	WP_049914768.1	6.5E-34	114	S	-	Uncharacterized protein	HVO_1801
arCOG06314	WP_004044061.1	1.1E-55	184.6	G	MgsA	Methylglyoxal synthase	HVO_0876
arCOG06317	WP_004044304.1	1E-38	130	S	-	Uncharacterized membrane protein	HVO_0631
arCOG06318	WP_004045386.1	2.4E-41	137.7	S	-	Uncharacterized protein	HVO_0264A
arCOG06319	WP_004041727.1	8.7E-131	435.1	R	-	Protein containing HTH domain	HVO_1841
arCOG06319	WP_004044642.1	7.9E-148	491.3	R	-	Protein containing HTH domain	HVO_0279
arCOG06320	WP_004041818.1	4.5E-15	54.5	S	-	Uncharacterized protein	HVO_1938
arCOG06322	WP_004043750.1	6.2E-128	423.6	E	PutA	Proline dehydrogenase	HVO_1191
arCOG06322	WP_004044592.1	1.6E-130	432.1	E	PutA	Proline dehydrogenase	HVO_0331
arCOG06323	WP_004041762.1	6.6E-71	236.7	S	-	Uncharacterized protein	HVO_1880
arCOG06324	WP_004041770.1	2.2E-64	214.2	V	-	PIN domain	HVO_1889
arCOG06327	WP_004044843.1	1.9E-23	80.3	S	-	Uncharacterized protein	HVO_2973
arCOG06333	WP_004041552.1	3.3E-41	138.6	R	-	Hemoglobin-like protein	HVO_1661
arCOG06335	WP_004045338.1	7.3E-64	214.1	S	-	Uncharacterized protein	HVO_0224
arCOG06337	WP_004042224.1	3.8E-140	464.8	M	RspA	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	HVO_2334
arCOG06339	WP_004044777.1	1.3E-58	196.6	R	-	Cell surface protein	HVO_2935
arCOG06348	WP_004042122.1	5.3E-40	134.5	S	-	Uncharacterized protein	HVO_2233
arCOG06352	WP_004041664.1	1E-93	310.8	S	-	Uncharacterized protein	HVO_1783
arCOG06353	WP_004041090.1	4.4E-78	259.7	P	-	Probable cobalt transporter subunit, CbtA	HVO_B0064
arCOG06354	WP_004041091.1	1.3E-30	103	P	-	Cobalt transporter subunit, CbtB	HVO_B0063
arCOG06355	WP_004042374.1	7.9E-63	208.7	S	-	Uncharacterized protein, DUF2062 family	HVO_2460
arCOG06356	WP_004042032.1	1.6E-22	76.9	F	-	Xanthosine utilization system component, XapX domain	HVO_2149A
arCOG06357	WP_004043561.1	0.91	6.9	S	-	Uncharacterized membrane protein	HVO_1378
arCOG06357	WP_013035139.1	7.4E-29	98.3	S	-	Uncharacterized membrane protein	HVO_A0411
arCOG06357	WP_004045043.1	9.5E-40	133.7	S	-	Uncharacterized membrane protein	HVO_0040
arCOG06357	WP_013035045.1	9.4E-29	97.9	S	-	Uncharacterized membrane protein	HVO_A0123
arCOG06360	WP_004041847.1	4.8E-62	206.3	S	-	Uncharacterized membrane protein	HVO_1968
arCOG06361	WP_004043081.1	1.5E-22	77.9	S	-	Uncharacterized membrane protein	HVO_A0152
arCOG06362	WP_004043084.1	9.7E-52	172.3	S	-	Uncharacterized small membrane protein, DUF4212 family	HVO_A0155
arCOG06366	WP_004042100.1	4.5E-40	133.9	S	-	Uncharacterized membrane protein	HVO_2208
arCOG06367	WP_013035068.1	4.7E-75	251.5	S	-	Uncharacterized protein	HVO_A0291
arCOG06370	WP_004045346.1	2.5E-28	95.8	S	-	Uncharacterized membrane protein	HVO_0232
arCOG06371	WP_004043580.1	4.8E-27	91.6	S	-	Zn finger protein, C2H2 type	HVO_1359
arCOG06372	WP_004042491.1	2E-39	132.8	S	-	Uncharacterized membrane protein	HVO_2513
arCOG06373	WP_004042763.1	1.7E-24	83.8	S	-	Uncharacterized membrane protein	HVO_2642
arCOG06375	WP_004044244.1	1.5E-57	192.1	S	-	Uncharacterized protein	HVO_0691
arCOG06376	WP_004041182.1	6.5E-72	238.6	S	-	Uncharacterized protein	HVO_B0356
arCOG06378	WP_004041513.1	9.1E-68	226.4	S	-	Uncharacterized protein	HVO_1624
arCOG06380	WP_013035321.1	9.5E-80	264.4	X	-	Transposase	HVO_1519
arCOG06380	WP_013035191.1	3.5E-80	265.8	X	-	Transposase	
arCOG06380	WP_013035158.1	3.8E-79	262.4	X	-	Transposase	HVO_A0262
arCOG06380	WP_013034963.1	9.9E-81	267.5	X	-	Transposase	HVO_B0152
arCOG06380	WP_013035617.1	7.6E-79	261.4	X	-	Transposase	HVO_0528
arCOG06380	WP_013035066.1	1.4E-80	267.1	X	-	Transposase	
arCOG06380	WP_013035670.1	3.7E-79	262.4	X	-	Transposase	HVO_C0071
arCOG06380	WP_013035197.1	2.3E-78	259.9	X	-	Transposase	
arCOG06380	WP_013035157.1	5E-79	262	X	-	Transposase	
arCOG06380	WP_013035611.1	7.4E-79	261.5	X	-	Transposase	HVO_0263
arCOG06380	WP_013035295.1	7.3E-81	268	X	-	Transposase	HVO_1845
arCOG06380	WP_013035644.1	3.1E-78	259.4	X	-	Transposase	
arCOG06380	WP_013035699.1	5E-79	262	X	-	Transposase	HVO_C0039
arCOG06380	WP_013035069.1	1.4E-80	267.1	X	-	Transposase	
arCOG06380	WP_013035323.1	1.4E-80	267.1	X	-	Transposase	HVO_2466
arCOG06380	WP_013035042.1	5.1E-81	268.5	X	-	Transposase	HVO_A0151
arCOG06380	WP_013035196.1	1.7E-80	266.8	X	-	Transposase	HVO_A0349
arCOG06380	WP_013035579.1	9E-81	267.7	X	-	Transposase	
arCOG06380	WP_013035106.1	2E-79	263.3	X	-	Transposase	HVO_A0423
arCOG06380	WP_013034990.1	3.7E-79	262.4	X	-	Transposase	HVO_B0234
arCOG06380	WP_013035684.1	4.9E-80	265.3	X	-	Transposase	HVO_C0037
arCOG06380	WP_013035046.1	2.9E-79	262.8	X	-	Transposase	
arCOG06380	WP_013035466.1	1.1E-80	267.3	X	-	Transposase	HVO_1782
arCOG06380	WP_013035082.1	5E-79	262	X	-	Transposase	
arCOG06386	WP_004042113.1	1.7E-17	60.9	S	-	Uncharacterized protein, DUF2892 family	HVO_2224
