locus_tag	dbxref	ncbi_id	genomic_accession	feature	start	stop	strand	gene	gbkey	gene_biotype	old_locus_tag	length	protein	thane_gene	thane_gene_description	gene_name	kegg1	kegg2	kegg3	pathway	kegg_prot	kegg_id	definition	keggidprot	Gene.Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	cog	arcog	chr
HVO_RS16320	8925965	lcl|NC_013967.1_cds_WP_004042302.1_3386	NC_013967.1	gene	2281831	2283093	+	3426	Gene	protein_coding	HVO_2413	1262	elongation factor 1-alpha			tef1a2	NA	NA	NA	NA	NA	NA	NA	NA: NA	elongation factor 1-alpha(HVO_RS16320)	Haloferax volcanii DS2			GO:0005737~cytoplasm	GO:0003746~translation elongation factor activity,GO:0003924~GTPase activity,GO:0005525~GTP binding	IPR000795:Elongation factor, GTP-binding domain,IPR004160:Translation elongation factor EFTu/EF1A, C-terminal,IPR004161:Translation elongation factor EFTu/EF1A, domain 2,IPR004539:Translation elongation factor EF1A, eukaryotic/archaeal,IPR005225:Small GTP-binding protein domain,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR009001:Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS16320	PF03143:Elongation factor Tu C-terminal domain,PF03144:Elongation factor Tu domain 2			Coiled coil,Complete proteome,Cytoplasm,Elongation factor,GTP-binding,Hydrolase,Nucleotide-binding,Protein biosynthesis,Reference proteome,	COG5256J	arCOG01561	Chromosome
HVO_RS16325	8926783	lcl|NC_013967.1_cds_WP_004042303.1_3387	NC_013967.1	gene	2283214	2283465	-	3427	Gene	protein_coding	HVO_2414	251	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16325)	Haloferax volcanii DS2							HVO_RS16325				Complete proteome,Reference proteome,	-	arCOG08122	Chromosome
HVO_RS16330	8926377	lcl|NC_013967.1_cds_WP_004042304.1_3388	NC_013967.1	gene	2283887	2284363	+	3428	Gene	protein_coding	HVO_2415	476	NYN domain-containing protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	NYN domain-containing protein(HVO_RS16330)	Haloferax volcanii DS2					IPR021139:NYN domain, limkain-b1-type		HVO_RS16330	PF01936:NYN domain			Complete proteome,Reference proteome,	COG1432S	arCOG02408	Chromosome
HVO_RS16335	8924239	lcl|NC_013967.1_cds_WP_004042305.1_3389	NC_013967.1	gene	2284470	2285318	+	3429	Gene	protein_coding	HVO_2416	848	deoxyribonuclease			tatD	NA	NA	NA	NA	NA	NA	NA	NA: NA	deoxyribonuclease(HVO_RS16335)	Haloferax volcanii DS2				GO:0016788~hydrolase activity, acting on ester bonds	IPR001130:TatD family,IPR011589:Protein of unknown function UCP004961		HVO_RS16335	PF01026:TatD related DNase	PIRSF004961:metal-dependent hydrolase related to TatD DNase, archaeal type		Complete proteome,Hydrolase,Reference proteome,	COG1831R	arCOG00893	Chromosome
HVO_RS16340	8924289	lcl|NC_013967.1_cds_WP_004042306.1_3390	NC_013967.1	gene	2285471	2286058	+	3430	Gene	protein_coding	HVO_2417	587	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16340)	Haloferax volcanii DS2					IPR014518:Uncharacterised conserved protein UCP022079		HVO_RS16340	PF09920:Uncharacterized protein conserved in archaea (DUF2150)	PIRSF022079:uncharacterized conserved protein		Complete proteome,Reference proteome,	COG4749S	arCOG04411	Chromosome
HVO_RS16345	8926625	lcl|NC_013967.1_cds_WP_004042307.1_3391	NC_013967.1	gene	2286116	2288794	+	3431	Gene	protein_coding	HVO_2418	2678	PKD domain-containing protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	PKD domain-containing protein(HVO_RS16345)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR000601:PKD domain,IPR003344:Bacterial Ig-like, group 1,IPR008964:Invasin/intimin cell-adhesion,IPR022409:PKD/Chitinase domain		HVO_RS16345	PF02369:Bacterial Ig-like domain (group 1)		SM00089:PKD,SM00634:BID_1	Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG02916	Chromosome
HVO_RS16350	8924297	lcl|NC_013967.1_cds_WP_004042308.1_3392	NC_013967.1	gene	2288857	2290194	+	3432	Gene	protein_coding	HVO_2419	1337	hydroxymethylglutaryl-CoA synthase			hmgB	Metabolism	Carbohydrate metabolism	00650 Butanoate metabolism 	[PATH:hvo00650]	hmgB; hydroxymethylglutaryl-CoA synthase	K01641	E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	K01641: hmgB; hydroxymethylglutaryl-CoA synthase	hydroxymethylglutaryl-CoA synthase(HVO_RS16350)	Haloferax volcanii DS2	2.3.3.10	GO:0008299~isoprenoid biosynthetic process		GO:0004421~hydroxymethylglutaryl-CoA synthase activity	IPR013528:Hydroxymethylglutaryl-coenzyme A synthase, N-terminal,IPR013746:Hydroxymethylglutaryl-coenzyme A synthase C-terminal,IPR016039:Thiolase-like	hvo00072:Synthesis and degradation of ketone bodies,hvo00280:Valine, leucine and isoleucine degradation,hvo00650:Butanoate metabolism,hvo00900:Terpenoid backbone biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics	HVO_RS16350	PF01154:Hydroxymethylglutaryl-coenzyme A synthase N terminal,PF08540:Hydroxymethylglutaryl-coenzyme A synthase C terminal			Acyltransferase,Complete proteome,Isoprene biosynthesis,Lipid biosynthesis,Lipid metabolism,Reference proteome,Transferase,	COG3425I	arCOG01767	Chromosome
HVO_RS16355	25143454	lcl|NC_013967.1_cds_3393	NC_013967.1	gene	2290249	2290549	-	3433	Gene	pseudogene	HVO_RS16355	300	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	pseudo(HVO_RS16355)	Haloferax volcanii DS2							HVO_RS16355,					NA	NA	Chromosome
HVO_RS16360	8925820	lcl|NC_013967.1_cds_WP_004042310.1_3394	NC_013967.1	gene	2290689	2291396	-	3434	Gene	protein_coding	HVO_2421	707	XRE family transcriptional regulator				NA	NA	NA	NA	NA	NA	NA	NA: NA	XRE family transcriptional regulator(HVO_RS16360)	Haloferax volcanii DS2				GO:0043565~sequence-specific DNA binding	IPR001387:Helix-turn-helix,IPR010982:Lambda repressor-like, DNA-binding domain,IPR017271:Transcription regulator HTH, MJ1545, predicted		HVO_RS16360		PIRSF037724:HTH transcriptional regulator, MJ1545 type	SM00530:HTH_XRE	Complete proteome,	COG1709K	arCOG04060	Chromosome
HVO_RS16365	8926650	lcl|NC_013967.1_cds_WP_004042311.1_3395	NC_013967.1	gene	2291537	2292193	+	3435	Gene	protein_coding	HVO_2422	656	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16365)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR007404:Protein of unknown function DUF457		HVO_RS16365	PF04307:Predicted membrane-bound metal-dependent hydrolase (DUF457)			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG04605	Chromosome
HVO_RS16370	8924529	lcl|NC_013967.1_cds_WP_004042312.1_3396	NC_013967.1	gene	2292282	2292821	+	3436	Gene	protein_coding	HVO_2423	539	N-acetyltransferase				NA	NA	NA	NA	NA	NA	NA	NA: NA	N-acetyltransferase(HVO_RS16370)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS16370	PF00583:Acetyltransferase (GNAT) family			Acyltransferase,Complete proteome,Reference proteome,Transferase,	COG0456R	arCOG00834	Chromosome
HVO_RS16375	8925316	lcl|NC_013967.1_cds_WP_004042313.1_3397	NC_013967.1	gene	2292877	2293458	-	3437	Gene	protein_coding	HVO_2424	581	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16375)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS16375				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG06413	Chromosome
HVO_RS16380	8925402	lcl|NC_013967.1_cds_WP_004042314.1_3398	NC_013967.1	gene	2293643	2294293	-	3438	Gene	protein_coding	HVO_2425	650	N-acetyltransferase				NA	NA	NA	NA	NA	NA	NA	NA: NA	N-acetyltransferase(HVO_RS16380)	Haloferax volcanii DS2	2.3.1.-			GO:0008080~N-acetyltransferase activity	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase		HVO_RS16380	PF13302:Acetyltransferase (GNAT) domain			Acyltransferase,Complete proteome,Reference proteome,Transferase,	COG1670J	arCOG00842	Chromosome
HVO_RS16385	8925468	lcl|NC_013967.1_cds_WP_004042315.1_3399	NC_013967.1	gene	2294500	2294892	+	3439	Gene	protein_coding	HVO_2426	392	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16385)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS16385				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	-	Chromosome
HVO_RS16390	8926283	lcl|NC_013967.1_cds_WP_004042317.1_3400	NC_013967.1	gene	2295031	2296497	+	3440	Gene	protein_coding	HVO_2427	1466	ATPase AAA			rfcB	Genetic Information Processing	Replication and repair	03030 DNA replication 	[PATH:hvo03030]	rfcB; replication factor C large subunit	K04800	rfcL; replication factor C large subunit	K04800: rfcB; replication factor C large subunit	ATPase AAA(HVO_RS16390)	Haloferax volcanii DS2		GO:0006260~DNA replication		GO:0003689~DNA clamp loader activity,GO:0005524~ATP binding	IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR023935:Replication factor C, large subunit,IPR027417:P-loop containing nucleoside triphosphate hydrolase	hvo03030:DNA replication	HVO_RS16390	PF00004:ATPase family associated with various cellular activities (AAA)		SM00382:AAA	ATP-binding,Complete proteome,DNA replication,Nucleotide-binding,Reference proteome,	COG0470L	arCOG00470	Chromosome
HVO_RS16395	8925861	lcl|NC_013967.1_cds_WP_004042318.1_3401	NC_013967.1	gene	2296586	2297647	+	3441	Gene	protein_coding	HVO_2428	1061	alcohol dehydrogenase			adh1	Metabolism	Amino acid metabolism	00350 Tyrosine metabolism 	[PATH:hvo00350]	adh1; oxidoreductase (homolog to zinc-containing alcohol dehydrogenase)	K00001	E1.1.1.1; alcohol dehydrogenase [EC:1.1.1.1]	K00001: adh1; oxidoreductase (homolog to zinc-containing alcohol dehydrogenase)	alcohol dehydrogenase(HVO_RS16395)	Haloferax volcanii DS2	1.1.1.-			GO:0008270~zinc ion binding,GO:0016491~oxidoreductase activity	IPR002085:Alcohol dehydrogenase superfamily, zinc-type,IPR002328:Alcohol dehydrogenase, zinc-type, conserved site,IPR011032:GroES-like,IPR013149:Alcohol dehydrogenase, C-terminal,IPR013154:Alcohol dehydrogenase GroES-like,IPR016040:NAD(P)-binding domain,IPR020843:Polyketide synthase, enoylreductase	hvo00010:Glycolysis / Gluconeogenesis,hvo00071:Fatty acid degradation,hvo00350:Tyrosine metabolism,hvo00625:Chloroalkane and chloroalkene degradation,hvo00626:Naphthalene degradation,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics,hvo01220:Degradation of aromatic compounds	HVO_RS16395	PF00107:Zinc-binding dehydrogenase,PF08240:Alcohol dehydrogenase GroES-like domain		SM00829:SM00829	Complete proteome,Metal-binding,Oxidoreductase,Reference proteome,Zinc,	COG1064R	arCOG01455	Chromosome
HVO_RS16400	8926553	lcl|NC_013967.1_cds_WP_004042320.1_3402	NC_013967.1	gene	2297695	2297925	-	3442	Gene	protein_coding	HVO_2429	230	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16400)	Haloferax volcanii DS2							HVO_RS16400				Complete proteome,Reference proteome,	-	arCOG07555	Chromosome
HVO_RS16405	8924245	lcl|NC_013967.1_cds_WP_004042321.1_3403	NC_013967.1	gene	2297996	2298724	-	3443	Gene	protein_coding	HVO_2430	728	arginine ABC transporter ATP-binding protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	arginine ABC transporter ATP-binding protein(glnQ)	Haloferax volcanii DS2				GO:0005524~ATP binding,GO:0015424~amino acid-transporting ATPase activity	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase		glnQ	PF00005:ABC transporter		SM00382:AAA	ATP-binding,Complete proteome,Nucleotide-binding,Reference proteome,	NA	NA	Chromosome
HVO_RS16410	8924014	lcl|NC_013967.1_cds_WP_004042323.1_3404	NC_013967.1	gene	2298721	2299551	-	3444	Gene	protein_coding	HVO_2431	830	polar amino acid ABC transporter permease				NA	NA	NA	NA	NA	NA	NA	NA: NA	polar amino acid ABC transporter permease(HVO_RS16410)	Haloferax volcanii DS2			GO:0005886~plasma membrane,GO:0016021~integral component of membrane	GO:0005215~transporter activity	IPR000515:Binding-protein-dependent transport systems inner membrane component,IPR010065:Amino acid ABC transporter, permease protein, 3-TM domain, His/Glu/Gln/Arg/opine family		HVO_RS16410	PF00528:Binding-protein-dependent transport system inner membrane component			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,Transport,	COG0765E	arCOG01798	Chromosome
HVO_RS16415	8924660	lcl|NC_013967.1_cds_WP_004042325.1_3405	NC_013967.1	gene	2299595	2300488	-	3445	Gene	protein_coding	HVO_2432	893	basic amino acid ABC transporter substrate-binding protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	basic amino acid ABC transporter substrate-binding protein(HVO_RS16415)	Haloferax volcanii DS2					IPR001638:Extracellular solute-binding protein, family 3,IPR019546:Twin-arginine translocation pathway, signal sequence, bacterial/archaeal		HVO_RS16415	PF00497:Bacterial extracellular solute-binding proteins, family 3,PF10518:TAT (twin-arginine translocation) pathway signal sequence		SM00062:PBPb	Complete proteome,Reference proteome,	COG0834ET	arCOG01799	Chromosome
HVO_RS16420	8925291	lcl|NC_013967.1_cds_WP_004042326.1_3406	NC_013967.1	gene	2300777	2301568	-	3446	Gene	protein_coding	HVO_2433	791	hypothetical protein			ctaA	Metabolism	Energy metabolism	00190 Oxidative phosphorylation 	[PATH:hvo00190]	ctaA; heme A synthase	K02259	COX15; cytochrome c oxidase assembly protein subunit 15	K02259: ctaA; heme A synthase	heme A synthase(HVO_RS16420)	Haloferax volcanii DS2	1.3.-.-	GO:0006784~heme a biosynthetic process	GO:0016021~integral component of membrane	GO:0016627~oxidoreductase activity, acting on the CH-CH group of donors	IPR003780:Heme A synthase	hvo00190:Oxidative phosphorylation,hvo00860:Porphyrin and chlorophyll metabolism,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo02020:Two-component system	HVO_RS16420	PF02628:Cytochrome oxidase assembly protein			Complete proteome,Membrane,Oxidoreductase,Reference proteome,Transmembrane,Transmembrane helix,	COG1612O	arCOG03103	Chromosome
HVO_RS16425	8925900	lcl|NC_013967.1_cds_WP_004042327.1_3407	NC_013967.1	gene	2301770	2303038	+	3447	Gene	protein_coding	HVO_2434	1268	transposase				NA	NA	NA	NA	NA	NA	NA	NA: NA	transposase(HVO_RS16425)	Haloferax volcanii DS2					IPR001959:Transposase, probable, IS891/IS1136/IS1341,IPR010095:Transposase IS605, OrfB, C-terminal		HVO_RS16425	PF01385:Probable transposase,PF07282:Putative transposase DNA-binding domain			Complete proteome,Reference proteome,	COG0675L	arCOG00683	Chromosome
HVO_RS16430	8924379	lcl|NC_013967.1_cds_WP_004042328.1_3408	NC_013967.1	gene	2303258	2304364	+	3448	Gene	protein_coding	HVO_2435	1106	Xaa-Pro aminopeptidase				NA	NA	NA	NA	NA	NA	NA	NA: NA	Xaa-Pro aminopeptidase(HVO_RS16430)	Haloferax volcanii DS2				GO:0004177~aminopeptidase activity	IPR000994:Peptidase M24, structural domain		HVO_RS16430	PF00557:Metallopeptidase family M24			Aminopeptidase,Complete proteome,Hydrolase,Protease,	COG0006E	arCOG01002	Chromosome
HVO_RS16435	8925023	lcl|NC_013967.1_cds_WP_004042329.1_3409	NC_013967.1	gene	2304496	2306751	+	3449	Gene	protein_coding	HVO_2436	2255	bifunctional malic enzyme oxidoreductase/phosphotransacetylase			maeB2	Metabolism	Carbohydrate metabolism	00620 Pyruvate metabolism 	[PATH:hvo00620]	maeB2; malic enzyme (NADP)	K00029	E1.1.1.40; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	K00029: maeB2; malic enzyme (NADP)	bifunctional malic enzyme oxidoreductase/phosphotransacetylase(HVO_RS16435)	Haloferax volcanii DS2	1.1.1.40	GO:0006108~malate metabolic process	GO:0005829~cytosol	GO:0004471~malate dehydrogenase (decarboxylating) (NAD+) activity,GO:0004473~malate dehydrogenase (decarboxylating) (NADP+) activity,GO:0008948~oxaloacetate decarboxylase activity,GO:0016746~transferase activity, transferring acyl groups,GO:0030145~manganese ion binding,GO:0051287~NAD binding	IPR002505:Phosphate acetyl/butaryl transferase,IPR012188:Malic enzyme, phosphate acetyl/butaryl transferase,IPR012301:Malic enzyme, N-terminal,IPR012302:Malic enzyme, NAD-binding,IPR016040:NAD(P)-binding domain	hvo00620:Pyruvate metabolism,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments,hvo01200:Carbon metabolism	HVO_RS16435	PF00390:Malic enzyme, N-terminal domain,PF01515:Phosphate acetyl/butaryl transferase,PF03949:Malic enzyme, NAD binding domain	PIRSF036684:malic enzyme with phosphate acetyl/butaryl transferase domain	SM00919:SM00919,SM01274:SM01274	Complete proteome,Oxidoreductase,Reference proteome,	COG0281C	arCOG00853	Chromosome
HVO_RS16440	8925631	lcl|NC_013967.1_cds_WP_004042331.1_3410	NC_013967.1	gene	2306785	2307474	-	3450	Gene	protein_coding	HVO_2437	689	hypothetical protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16440)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS16440				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	-	arCOG11261	Chromosome
HVO_RS16445	8925985	lcl|NC_013967.1_cds_WP_004042333.1_3411	NC_013967.1	gene	2307652	2308290	-	3451	Gene	protein_coding	HVO_2438	638	hypothetical protein			rnhA1	NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS16445)	Haloferax volcanii DS2	3.1.26.4			GO:0003676~nucleic acid binding,GO:0004523~RNA-DNA hybrid ribonuclease activity	IPR012337:Ribonuclease H-like domain		HVO_RS16445				Complete proteome,Hydrolase,Reference proteome,	COG0328L	arCOG02941	Chromosome
HVO_RS16450	8925163	lcl|NC_013967.1_cds_3413	NC_013967.1	gene	2308662	2310072	+	3453	Gene	pseudogene	HVO_2440	1410	peptide ABC transporter substrate-binding protein				NA	NA	NA	NA	NA	NA	NA	NA: NA	pseudo(HVO_RS16450)	Haloferax volcanii DS2							HVO_RS16450,					NA	NA	Chromosome
HVO_RS16455	8926219	lcl|NC_013967.1_cds_3414	NC_013967.1	gene	2310076	2311073	+	3454	Gene	pseudogene	HVO_2441	997	peptide ABC transporter permease			dppB5	Environmental Information Processing	Cellular community - prokaryotes	02024 Quorum sensing 	[PATH:hvo02024]	dppB5; ABC-type transport system permease protein (probable substrate dipeptides/oligopeptides)	K02033	ABC.PE.P; peptide/nickel transport system permease protein	K02033: dppB5; ABC-type transport system permease protein (probable substrate dipeptides/oligopeptides)	pseudo(HVO_RS16455)	Haloferax volcanii DS2							HVO_RS16455,					COG0601EP	arCOG00751	Chromosome
HVO_RS16460	8925409	lcl|NC_013967.1_cds_3415	NC_013967.1	gene	2311080	2312142	+	3455	Gene	pseudogene	HVO_2442	1062	peptide ABC transporter permease				NA	NA	NA	NA	NA	NA	NA	NA: NA	pseudo(HVO_RS16460)	Haloferax volcanii DS2							HVO_RS16460,					NA	NA	Chromosome
HVO_RS16465	8924903	lcl|NC_013967.1_cds_WP_004042340.1_3416	NC_013967.1	gene	2312144	2313334	+	3456	Gene	protein_coding	HVO_2443	1190	ABC transporter ATP-binding protein			dppD5	Environmental Information Processing	Cellular community - prokaryotes	02024 Quorum sensing 	[PATH:hvo02024]	dppD5; ABC-type transport system ATP-binding protein (probable substrate dipeptides/oligopeptides)	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein	K02031: dppD5; ABC-type transport system ATP-binding protein (probable substrate dipeptides/oligopeptides)	ABC transporter ATP-binding protein(HVO_RS16465)	Haloferax volcanii DS2		GO:0015833~peptide transport		GO:0005524~ATP binding,GO:0016887~ATPase activity	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR013563:Oligopeptide/dipeptide ABC transporter, C-terminal,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS16465	PF00005:ABC transporter,PF08352:Oligopeptide/dipeptide transporter, C-terminal region		SM00382:AAA	ATP-binding,Complete proteome,Nucleotide-binding,Reference proteome,	COG0444EP	arCOG00181	Chromosome
