ID	Gene Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS
8924730	tryptophan synthase subunit beta(HVO_RS08480)	Haloferax volcanii DS2	4.2.1.20	GO:0008652~cellular amino acid biosynthetic process		GO:0004834~tryptophan synthase activity	IPR001926:Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily,IPR006653:Tryptophan synthase, beta chain, conserved site,IPR006654:Tryptophan synthase, beta chain,IPR023026:Tryptophan synthase beta chain/beta chain-like	hvo00260:Glycine, serine and threonine metabolism,hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01230:Biosynthesis of amino acids	HVO_RS08480	PF00291:Pyridoxal-phosphate dependent enzyme	PIRSF001413:tryptophan synthase, beta subunit		Amino-acid biosynthesis,Aromatic amino acid biosynthesis,Complete proteome,Lyase,Pyridoxal phosphate,Reference proteome,Tryptophan biosynthesis,
8923666	tryptophan--tRNA ligase(HVO_RS02440)	Haloferax volcanii DS2	6.1.1.2	GO:0006436~tryptophanyl-tRNA aminoacylation	GO:0005737~cytoplasm	GO:0004830~tryptophan-tRNA ligase activity,GO:0005524~ATP binding	IPR001412:Aminoacyl-tRNA synthetase, class I, conserved site,IPR002305:Aminoacyl-tRNA synthetase, class Ic,IPR002306:Tryptophan-tRNA ligase,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold	hvo00970:Aminoacyl-tRNA biosynthesis	HVO_RS02440	PF00579:tRNA synthetases class I (W and Y)			Aminoacyl-tRNA synthetase,ATP-binding,Complete proteome,Ligase,Nucleotide-binding,Plasmid,Protein biosynthesis,Reference proteome,
8925541	tryptophan--tRNA ligase(HVO_RS18975)	Haloferax volcanii DS2	6.1.1.2	GO:0006436~tryptophanyl-tRNA aminoacylation	GO:0005737~cytoplasm	GO:0004830~tryptophan-tRNA ligase activity,GO:0005524~ATP binding	IPR002305:Aminoacyl-tRNA synthetase, class Ic,IPR002306:Tryptophan-tRNA ligase,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR020653:Tryptophan-tRNA ligase, archaea	hvo00970:Aminoacyl-tRNA biosynthesis	HVO_RS18975	PF00579:tRNA synthetases class I (W and Y)			Aminoacyl-tRNA synthetase,ATP-binding,Complete proteome,Cytoplasm,Ligase,Nucleotide-binding,Protein biosynthesis,Reference proteome,
8923819	twitching motility protein PilT(HVO_RS02705)	Haloferax volcanii DS2	3.1.-.-			GO:0000287~magnesium ion binding,GO:0004540~ribonuclease activity	IPR002716:PIN domain,IPR022907:VapC family		HVO_RS02705	PF01850:PIN domain			Complete proteome,Hydrolase,Magnesium,Metal-binding,Nuclease,Plasmid,Reference proteome,Toxin,
8926784	two-component sensor histidine kinase(HVO_RS05225)	Haloferax volcanii DS2	2.7.13.3		GO:0005622~intracellular	GO:0000155~phosphorelay sensor kinase activity	IPR000014:PAS domain,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR013656:PAS fold-4		HVO_RS05225	PF00512:His Kinase A (phospho-acceptor) domain,PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase,PF08448:PAS fold		SM00387:HATPase_c,SM00388:HisKA	Complete proteome,Kinase,Reference proteome,Transferase,
8925235	two-component sensor histidine kinase(HVO_RS11430)	Haloferax volcanii DS2	2.7.13.3		GO:0005622~intracellular,GO:0016021~integral component of membrane	GO:0000155~phosphorelay sensor kinase activity	IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core		HVO_RS11430	PF00512:His Kinase A (phospho-acceptor) domain,PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase		SM00387:HATPase_c,SM00388:HisKA	Complete proteome,Kinase,Membrane,Reference proteome,Transferase,Transmembrane,Transmembrane helix,
8926653	two-component sensor histidine kinase(HVO_RS18410)	Haloferax volcanii DS2			GO:0005622~intracellular	GO:0000155~phosphorelay sensor kinase activity	IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core		HVO_RS18410	PF00512:His Kinase A (phospho-acceptor) domain,PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase		SM00387:HATPase_c,SM00388:HisKA	Complete proteome,Reference proteome,
8924846	two-component system sensor histidine kinase(HVO_RS15960)	Haloferax volcanii DS2	2.7.13.3		GO:0005622~intracellular,GO:0016021~integral component of membrane	GO:0000155~phosphorelay sensor kinase activity	IPR000014:PAS domain,IPR000700:PAS-associated, C-terminal,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR013656:PAS fold-4		HVO_RS15960	PF00512:His Kinase A (phospho-acceptor) domain,PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase,PF08448:PAS fold		SM00091:PAS,SM00387:HATPase_c,SM00388:HisKA	Complete proteome,Kinase,Membrane,Reference proteome,Transferase,Transmembrane,Transmembrane helix,
8925519	two-component system sensor histidine kinase/response regulator(HVO_RS12940)	Haloferax volcanii DS2	2.7.13.3		GO:0005622~intracellular	GO:0000155~phosphorelay sensor kinase activity	IPR000014:PAS domain,IPR001789:Signal transduction response regulator, receiver domain,IPR003018:GAF domain,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR011006:CheY-like superfamily,IPR013656:PAS fold-4		HVO_RS12940	PF00072:Response regulator receiver domain,PF00512:His Kinase A (phospho-acceptor) domain,PF01590:GAF domain,PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase,PF08448:PAS fold		SM00065:GAF,SM00091:PAS,SM00387:HATPase_c,SM00388:HisKA,SM00448:REC	Complete proteome,Kinase,Reference proteome,Transferase,
8926357	two-component system sensor histidine kinase/response regulator(HVO_RS13395)	Haloferax volcanii DS2	2.7.13.3	GO:0006355~regulation of transcription, DNA-templated	GO:0005622~intracellular	GO:0000155~phosphorelay sensor kinase activity	IPR000014:PAS domain,IPR000700:PAS-associated, C-terminal,IPR001610:PAC motif,IPR003018:GAF domain,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR013655:PAS fold-3,IPR013656:PAS fold-4,IPR013767:PAS fold		HVO_RS13395	PF00512:His Kinase A (phospho-acceptor) domain,PF00989:PAS fold,PF02518:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase,PF08447:PAS fold,PF08448:PAS fold,PF13185:GAF domain		SM00065:GAF,SM00086:PAC,SM00091:PAS,SM00387:HATPase_c,SM00388:HisKA	Complete proteome,Kinase,Reference proteome,Transferase,
8924206	type 11 methyltransferase(HVO_RS18600)	Haloferax volcanii DS2	2.1.1.-			GO:0008168~methyltransferase activity	IPR013216:Methyltransferase type 11	hvo00130:Ubiquinone and other terpenoid-quinone biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites	HVO_RS18600	PF08241:Methyltransferase domain			Complete proteome,Methyltransferase,Reference proteome,Transferase,
8923988	type I glyceraldehyde-3-phosphate dehydrogenase(HVO_RS07030)	Haloferax volcanii DS2	1.2.1.-	GO:0006006~glucose metabolic process		GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,GO:0050661~NADP binding,GO:0051287~NAD binding	IPR006424:Glyceraldehyde-3-phosphate dehydrogenase, type I,IPR016040:NAD(P)-binding domain,IPR020828:Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain,IPR020829:Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain,IPR020831:Glyceraldehyde/Erythrose phosphate dehydrogenase family	hvo00010:Glycolysis / Gluconeogenesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01120:Microbial metabolism in diverse environments,hvo01130:Biosynthesis of antibiotics,hvo01200:Carbon metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS07030	PF00044:Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain,PF02800:Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	PIRSF000149:glyceraldehyde-3-phosphate dehydrogenase	SM00846:SM00846	Complete proteome,Oxidoreductase,Reference proteome,
8925854	type I restriction-modification system restriction subunit(HVO_RS15605)	Haloferax volcanii DS2	3.1.21.3	GO:0006304~DNA modification		GO:0003677~DNA binding,GO:0005524~ATP binding,GO:0009035~Type I site-specific deoxyribonuclease activity	IPR001650:Helicase, C-terminal,IPR006935:Helicase/UvrB domain,IPR007409:Restriction endonuclease, type I, HsdR, N-terminal,IPR013670:EcoEI R protein C-terminal domain,IPR014001:Helicase, superfamily 1/2, ATP-binding domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS15605	PF00271:Helicase conserved C-terminal domain,PF04313:Type I restriction enzyme R protein N terminus (HSDR_N),PF04851:Type III restriction enzyme, res subunit,PF08463:EcoEI R protein C-terminal		SM00487:DEXDc	Complete proteome,Hydrolase,Reference proteome,
8923454	type I-B CRISPR-associated protein Cas5(HVO_RS02770)	Haloferax volcanii DS2		GO:0043571~maintenance of CRISPR repeat elements,GO:0051607~defense response to virus	GO:0005737~cytoplasm		IPR013421:CRISPR-associated protein Cas5, HALMA,IPR013422:CRISPR-associated protein Cas5, N-terminal,IPR021124:CRISPR-associated protein, Cas5		HVO_RS02770	PF09704:CRISPR-associated protein (Cas_Cas5)			Antiviral defense,Complete proteome,Cytoplasm,Plasmid,Reference proteome,
8923320	type I-B CRISPR-associated protein Cas7/Csh2(HVO_RS02765)	Haloferax volcanii DS2		GO:0051607~defense response to virus	GO:0005737~cytoplasm		IPR006482:CRISPR-associated protein TM1801,IPR013419:CRISPR-associated protein Csh2		HVO_RS02765	PF05107:Family of unknown function (DUF694) 			Antiviral defense,Complete proteome,Cytoplasm,Plasmid,Reference proteome,
8923271	type I-B CRISPR-associated protein Cas8b/Csh1(HVO_RS02760)	Haloferax volcanii DS2					IPR013389:CRISPR-associated protein TM1802,IPR013420:CRISPR-associated protein Csh1, C-terminal		HVO_RS02760	PF09484:CRISPR-associated protein TM1802 (cas_TM1802)			Complete proteome,
8924164	type II methionyl aminopeptidase(HVO_RS17255)	Haloferax volcanii DS2	3.4.11.18	GO:0070084~protein initiator methionine removal		GO:0046872~metal ion binding,GO:0070006~metalloaminopeptidase activity	IPR000994:Peptidase M24, structural domain,IPR001714:Peptidase M24, methionine aminopeptidase,IPR002468:Peptidase M24A, methionine aminopeptidase, subfamily 2,IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS17255	PF00557:Metallopeptidase family M24			Aminopeptidase,Complete proteome,Hydrolase,Metal-binding,Protease,Reference proteome,
8925758	type II secretion system protein(HVO_RS09665)	Haloferax volcanii DS2							HVO_RS09665,
8925657	type II/IV secretion system ATPase(HVO_RS08290)	Haloferax volcanii DS2		GO:0006810~transport		GO:0005524~ATP binding	IPR001482:Type II secretion system protein E,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS08290	PF00437:Type II/IV secretion system protein			Complete proteome,Reference proteome,
8924786	type III effector protein(HVO_RS07035)	Haloferax volcanii DS2					IPR002068:Alpha crystallin/Hsp20 domain,IPR008978:HSP20-like chaperone		HVO_RS07035	PF00011:Hsp20/alpha crystallin family			Complete proteome,Reference proteome,
8926563	type III ribulose-bisphosphate carboxylase(HVO_RS09345)	Haloferax volcanii DS2	4.1.1.39	GO:0006196~AMP catabolic process,GO:0015977~carbon fixation		GO:0000287~magnesium ion binding,GO:0016491~oxidoreductase activity,GO:0016984~ribulose-bisphosphate carboxylase activity	IPR000685:Ribulose bisphosphate carboxylase, large subunit, C-terminal,IPR017443:Ribulose bisphosphate carboxylase, large subunit, ferrodoxin-like N-terminal,IPR017712:Ribulose bisphosphate carboxylase, type III	hvo00630:Glyoxylate and dicarboxylate metabolism,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments,hvo01200:Carbon metabolism	HVO_RS09345	PF00016:Ribulose bisphosphate carboxylase large chain, catalytic domain,PF02788:Ribulose bisphosphate carboxylase large chain, N-terminal domain			Carbon dioxide fixation,Complete proteome,Lyase,Magnesium,Metal-binding,Oxidoreductase,Reference proteome,
8925552	type IV pilus biogenesis complex ATPase subunit(HVO_RS16185)	Haloferax volcanii DS2		GO:0006810~transport		GO:0005524~ATP binding	IPR001482:Type II secretion system protein E,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS16185	PF00437:Type II/IV secretion system protein			Complete proteome,Reference proteome,
8924695	type IV pilus biogenesis complex membrane subunit(HVO_RS10270)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR018076:Type II secretion system F domain		HVO_RS10270	PF00482:Type II secretion system (T2SS), protein F			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,
8925217	type IV pilus biogenesis complex membrane subunit(HVO_RS16190)	Haloferax volcanii DS2			GO:0016021~integral component of membrane		IPR018076:Type II secretion system F domain		HVO_RS16190	PF00482:Type II secretion system (T2SS), protein F			Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,
8924486	tyrosine decarboxylase MfnA(HVO_RS08590)	Haloferax volcanii DS2	4.1.1.11	GO:0015937~coenzyme A biosynthetic process,GO:0019752~carboxylic acid metabolic process		GO:0004068~aspartate 1-decarboxylase activity,GO:0030170~pyridoxal phosphate binding	IPR002129:Pyridoxal phosphate-dependent decarboxylase,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015424:Pyridoxal phosphate-dependent transferase,IPR020931:Tyrosine decarboxylase,IPR021115:Pyridoxal-phosphate binding site	hvo00350:Tyrosine metabolism,hvo00410:beta-Alanine metabolism,hvo00770:Pantothenate and CoA biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites	HVO_RS08590	PF00282:Pyridoxal-dependent decarboxylase conserved domain			Complete proteome,Decarboxylase,Lyase,Pyridoxal phosphate,Reference proteome,
8924345	tyrosine--tRNA ligase(HVO_RS05375)	Haloferax volcanii DS2	6.1.1.1	GO:0006437~tyrosyl-tRNA aminoacylation	GO:0005737~cytoplasm	GO:0004831~tyrosine-tRNA ligase activity,GO:0005524~ATP binding	IPR001412:Aminoacyl-tRNA synthetase, class I, conserved site,IPR002305:Aminoacyl-tRNA synthetase, class Ic,IPR002307:Tyrosine-tRNA ligase,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR023617:Tyrosine-tRNA ligase, archaeal/eukaryotic-type,IPR023684:Tyrosine-tRNA ligase, type 3	hvo00970:Aminoacyl-tRNA biosynthesis	HVO_RS05375	PF00579:tRNA synthetases class I (W and Y)	PIRSF006588:tyrosine tRNA ligase, archaeal/eukaryotic types		Aminoacyl-tRNA synthetase,ATP-binding,Complete proteome,Cytoplasm,Ligase,Nucleotide-binding,Protein biosynthesis,Reference proteome,
8925125	ubiquinone biosynthesis protein UbiA(HVO_RS07695)	Haloferax volcanii DS2							HVO_RS07695,
8923560	universal stress protein UspA(HVO_RS02085)	Haloferax volcanii DS2		GO:0006950~response to stress			IPR006015:Universal stress protein A,IPR006016:UspA,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold		HVO_RS02085	PF00582:Universal stress protein family			Complete proteome,Plasmid,Reference proteome,
8923545	universal stress protein UspA(HVO_RS02545)	Haloferax volcanii DS2		GO:0006950~response to stress			IPR006015:Universal stress protein A,IPR006016:UspA,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold		HVO_RS02545	PF00582:Universal stress protein family	PIRSF006276:universal stress protein A		Complete proteome,Plasmid,Reference proteome,
8923431	universal stress protein UspA(HVO_RS04060)	Haloferax volcanii DS2		GO:0006950~response to stress			IPR006015:Universal stress protein A,IPR006016:UspA,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold		HVO_RS04060	PF00582:Universal stress protein family			Complete proteome,Plasmid,Reference proteome,
8924129	universal stress protein UspA(HVO_RS04860)	Haloferax volcanii DS2		GO:0006950~response to stress			IPR006015:Universal stress protein A,IPR006016:UspA,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold		HVO_RS04860	PF00582:Universal stress protein family	PIRSF006276:universal stress protein A		Complete proteome,Reference proteome,
